ID,prompt,URL firefly,URL midjourney,URL Dall.e 2,URL Glide,URL Stable Diffusion 1.*,URL Stable Diffusion 2.1,URL Stable Diffusion XL,URL Dall.e 3,N categories,N aes,cat 1,cat 2,cat 3,Aesthetic 1,Aesthetic 2,Aesthetic 3,"Scale (SD, Glide)",Temp (glide),md ver,md chaos,md raw,md stylize,md ar,,sd 1.x model,ff style 1,ff style 2,ff style 3,ff style 4,ff color,ff lighting,ff composition,ff aspectRatio,ff modelVersion,ff prompt text,ff command,sdxl res index,sd2 resolution,sdxl W,sdxl H,sd2/sdxl steps,sd2/sdxl sampler,sd2/sdxl guider,sd2/sdxl guider vanilla scale,sdxl use refiner,sdxl refiner steps,sdxl refiner sampler,sdxl refiner guider,sdxl refiner vanilla scale,sdxl refiner finish denoising
0010,"An early morning farmer's market, mirror-paneled stalls reflect the rustic wooden crates of fresh fruits, soft sunlight creates intriguing reflections and diffraction patterns, a handful of vibrant raspberries in focus, shot at eye level, natural light, vivid colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/010.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/010.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/010.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/010.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/010.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/010.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/010.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/010.png,3,1,"<Light play photos with mirrors, water reflections, colored glass and others> ",<Market scenes> ,"<Nature macro photography (flowers, plants, fruits, insects, small animals)> ",<Rustic> ,,,7.891171167,0.995,5,6,FALSE,19,5000:6451,#REF!,1-4,neon,,,,,dramatic_light,,landscape,2,An+early+morning+farmer's+market%2C+mirror-paneled+stalls+reflect+the+rustic+wooden+crates+of+fresh+fruits%2C+soft+sunlight+creates+intriguing+reflections+and+diffraction+patterns%2C+a+handful+of+vibrant+raspberries+in+focus%2C+shot+at+eye+level%2C+natural+light%2C+vivid+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+early+morning+farmer's+market%2C+mirror-paneled+stalls+reflect+the+rustic+wooden+crates+of+fresh+fruits%2C+soft+sunlight+creates+intriguing+reflections+and+diffraction+patterns%2C+a+handful+of+vibrant+raspberries+in+focus%2C+shot+at+eye+level%2C+natural+light%2C+vivid+colours.&modelVersion=v2&aspectRatio=landscape&style=neon&style=dramatic_light,14,768,1088,896,36,HeunEDMSampler,IdentityGuider,,TRUE,41,HeunEDMSampler,IdentityGuider,,TRUE
0011,"A modernist, solar-powered lantern illuminates a futuristic desert habitat, organic, curved architecture inspired by sand dunes, under a starlit sky, shot from a low angle, underexposed sky, sharp architecture lines, tones of blue and beige.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/011.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/011.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/011.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/011.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/011.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/011.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/011.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/011.png,2,3,<Desert landscapes> ,<Photos of lanterns or candles> ,,<Futuristic> ,<Organic> ,<Modernist> ,5.89263648,0.998,5,27,FALSE,100,5000:6411,#REF!,1-1,,,,,muted,studio_light,,widescreen,1,A+modernist%2C+solar-powered+lantern+illuminates+a+futuristic+desert+habitat%2C+organic%2C+curved+architecture+inspired+by+sand+dunes%2C+under+a+starlit+sky%2C+shot+from+a+low+angle%2C+underexposed+sky%2C+sharp+architecture+lines%2C+tones+of+blue+and+beige.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+modernist%2C+solar-powered+lantern+illuminates+a+futuristic+desert+habitat%2C+organic%2C+curved+architecture+inspired+by+sand+dunes%2C+under+a+starlit+sky%2C+shot+from+a+low+angle%2C+underexposed+sky%2C+sharp+architecture+lines%2C+tones+of+blue+and+beige.&modelVersion=v1&aspectRatio=widescreen&style=muted&style=studio_light,15,768,1152,896,36,DPMPP2SAncestralSampler,VanillaCFG,5.768784394,FALSE,,,,,
0012,"A group of fishermen in rubber overalls, pulling a massive net at the foot of a cascading waterfall, rugged determination on their faces, shot from the bank, in documentary style, mist from the waterfall, overcast lighting, cool hues.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/012.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/012.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/012.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/012.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/012.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/012.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/012.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/012.png,2,0,<Waterfalls> ,<Documentary-style photos of people at work> ,,,,,4.051635565,1,5.2,0,FALSE,100,3911:2500,#REF!,1-4,,,,,,low_lighting,,widescreen,1,A+group+of+fishermen+in+rubber+overalls%2C+pulling+a+massive+net+at+the+foot+of+a+cascading+waterfall%2C+rugged+determination+on+their+faces%2C+shot+from+the+bank%2C+in+documentary+style%2C+mist+from+the+waterfall%2C+overcast+lighting%2C+cool+hues.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+group+of+fishermen+in+rubber+overalls%2C+pulling+a+massive+net+at+the+foot+of+a+cascading+waterfall%2C+rugged+determination+on+their+faces%2C+shot+from+the+bank%2C+in+documentary+style%2C+mist+from+the+waterfall%2C+overcast+lighting%2C+cool+hues.&modelVersion=v1&aspectRatio=widescreen&style=low_lighting,8,512,896,1088,37,EulerEDMSampler,IdentityGuider,,FALSE,,,,,
0013,"A surfer catching a massive wave, a high-tech surfboard outfitted with sensors and a GoPro, contemporary beach setting, high-speed boats in the background, shot from the shore, high-speed shot, splashes frozen in time, blues and whites.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/013.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/013.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/013.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/013.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/013.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/013.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/013.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/013.png,1,2,<Sports event photos> ,,,<High-tech> ,<Contemporary beach> ,,7.342973864,0.997,5,0,FALSE,74,7493:5000,#REF!,1-4,,,,,,,,landscape,1,A+surfer+catching+a+massive+wave%2C+a+high-tech+surfboard+outfitted+with+sensors+and+a+GoPro%2C+contemporary+beach+setting%2C+high-speed+boats+in+the+background%2C+shot+from+the+shore%2C+high-speed+shot%2C+splashes+frozen+in+time%2C+blues+and+whites.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+surfer+catching+a+massive+wave%2C+a+high-tech+surfboard+outfitted+with+sensors+and+a+GoPro%2C+contemporary+beach+setting%2C+high-speed+boats+in+the+background%2C+shot+from+the+shore%2C+high-speed+shot%2C+splashes+frozen+in+time%2C+blues+and+whites.&modelVersion=v1&aspectRatio=landscape,6,768,832,1152,45,EulerEDMSampler,VanillaCFG,5.529999413,FALSE,,,,,
0014,"A classic scene of a Venetian carnival, a masked woman in a feathered hat and elaborate dress dances on a gondola, crowds on the banks, shot from a bridge, dusk lighting, soft focus, rich, saturated colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/014.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/014.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/014.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/014.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/014.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/014.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/014.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/014.png,1,1,<Festival or carnival scenes> ,,,<Classic> ,,,6.307343818,0.995,5.2,0,FALSE,117,371:500,#REF!,1-1,,,,,,,shot_from_above,portrait,1,A+classic+scene+of+a+Venetian+carnival%2C+a+masked+woman+in+a+feathered+hat+and+elaborate+dress+dances+on+a+gondola%2C+crowds+on+the+banks%2C+shot+from+a+bridge%2C+dusk+lighting%2C+soft+focus%2C+rich%2C+saturated+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+classic+scene+of+a+Venetian+carnival%2C+a+masked+woman+in+a+feathered+hat+and+elaborate+dress+dances+on+a+gondola%2C+crowds+on+the+banks%2C+shot+from+a+bridge%2C+dusk+lighting%2C+soft+focus%2C+rich%2C+saturated+colours.&modelVersion=v1&aspectRatio=portrait&style=shot_from_above,11,768,1024,1024,39,EulerAncestralSampler,IdentityGuider,,TRUE,39,EulerEDMSampler,VanillaCFG,6.691804617,FALSE
0015,"A gothic stone fountain, gargoyles spouting water, in a cobblestone courtyard, moonlight reflecting off the rippling water, shot from a low angle, black and white, underexposure for drama.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/015.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/015.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/015.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/015.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/015.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/015.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/015.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/015.png,1,1,<Photos of fountains or water features> ,,,<Gothic> ,,,3.924685509,0.998,5.1,0,TRUE,197,6339:5000,#REF!,1-4,,,,,,studio_light,shot_from_above,square,1,A+gothic+stone+fountain%2C+gargoyles+spouting+water%2C+in+a+cobblestone+courtyard%2C+moonlight+reflecting+off+the+rippling+water%2C+shot+from+a+low+angle%2C+black+and+white%2C+underexposure+for+drama.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+gothic+stone+fountain%2C+gargoyles+spouting+water%2C+in+a+cobblestone+courtyard%2C+moonlight+reflecting+off+the+rippling+water%2C+shot+from+a+low+angle%2C+black+and+white%2C+underexposure+for+drama.&modelVersion=v1&aspectRatio=square&style=studio_light&style=shot_from_above,10,512,960,1024,48,LinearMultistepSampler,IdentityGuider,,FALSE,,,,,
0016,"A neon-lit village street, classic Hollywood characters projected onto cyberpunk digital billboards, local residents walking by, futuristic mixed with vintage, shot from a side alley, night time, contrast between neon and shadows.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/016.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/016.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/016.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/016.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/016.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/016.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/016.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/016.png,1,2,<Village street scenes> ,,,<Classic Hollywood> ,<Cyberpunk> ,,5.724065169,0.995,5,20,FALSE,174,10000:8201,#REF!,1-2,,,,,pastel_colors,,narrow_dof,widescreen,2,A+neon-lit+village+street%2C+classic+Hollywood+characters+projected+onto+cyberpunk+digital+billboards%2C+local+residents+walking+by%2C+futuristic+mixed+with+vintage%2C+shot+from+a+side+alley%2C+night+time%2C+contrast+between+neon+and+shadows.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+neon-lit+village+street%2C+classic+Hollywood+characters+projected+onto+cyberpunk+digital+billboards%2C+local+residents+walking+by%2C+futuristic+mixed+with+vintage%2C+shot+from+a+side+alley%2C+night+time%2C+contrast+between+neon+and+shadows.&modelVersion=v2&aspectRatio=widescreen&style=pastel_colors&style=narrow_dof,5,768,832,1216,28,EulerAncestralSampler,IdentityGuider,,TRUE,40,EulerAncestralSampler,VanillaCFG,7.738666866,TRUE
0017,"An underwater birthday party, children wearing modernist diving suits, colourful balloons floating up towards the surface, shot from a distance, filtered sunlight, vibrant colours, bubbles floating around.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/017.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/017.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/017.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/017.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/017.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/017.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/017.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/017.png,2,1,<Birthday party photos> ,<Underwater landscapes and fauna photography> ,,<Modernist> ,,,8.279602241,0.995,5.2,0,TRUE,4,15977:10000,#REF!,1-4,science_fiction,psychedelic,product_photo,,muted,,,portrait,2,An+underwater+birthday+party%2C+children+wearing+modernist+diving+suits%2C+colourful+balloons+floating+up+towards+the+surface%2C+shot+from+a+distance%2C+filtered+sunlight%2C+vibrant+colours%2C+bubbles+floating+around.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+underwater+birthday+party%2C+children+wearing+modernist+diving+suits%2C+colourful+balloons+floating+up+towards+the+surface%2C+shot+from+a+distance%2C+filtered+sunlight%2C+vibrant+colours%2C+bubbles+floating+around.&modelVersion=v2&aspectRatio=portrait&style=science_fiction&style=psychedelic&style=product_photo&style=muted,2,768,704,1344,40,DPMPP2SAncestralSampler,VanillaCFG,8.075409229,TRUE,44,EulerEDMSampler,IdentityGuider,,TRUE
0018,"A vibrant birthday party in front of a colorful mural, children wearing party hats, murals of superheroes in the background, cake and presents in the foreground, shot at eye level, soft focus on the children, vivid colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/018.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/018.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/018.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/018.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/018.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/018.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/018.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/018.png,2,0,"<Street art and murals, colourful or decorated or painted walls and buildings> ",<Birthday party photos> ,,,,,5.932138672,1,5.1,0,TRUE,22,10000:15279,#REF!,1-4,iridescent,,,,vibrant_colors,,closeup,portrait,1,A+vibrant+birthday+party+in+front+of+a+colorful+mural%2C+children+wearing+party+hats%2C+murals+of+superheroes+in+the+background%2C+cake+and+presents+in+the+foreground%2C+shot+at+eye+level%2C+soft+focus+on+the+children%2C+vivid+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+vibrant+birthday+party+in+front+of+a+colorful+mural%2C+children+wearing+party+hats%2C+murals+of+superheroes+in+the+background%2C+cake+and+presents+in+the+foreground%2C+shot+at+eye+level%2C+soft+focus+on+the+children%2C+vivid+colours.&modelVersion=v1&aspectRatio=portrait&style=iridescent&style=vibrant_colors&style=closeup,4,512,768,1280,43,EulerEDMSampler,VanillaCFG,2.833876873,TRUE,38,DPMPP2MSampler,VanillaCFG,4.856101829,TRUE
0019,"A preppy girl on a bicycle, basket full of spring blossoms, pedaling past a retro ice cream shop, shot from the side, soft afternoon light, soft focus, pastel colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/019.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/019.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/019.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/019.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/019.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/019.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/019.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/019.png,1,2,<Spring blossom scenes> ,,,<Preppy> ,<Retro / vintage> ,,6.740755283,1,5,45,FALSE,100,7513:10000,#REF!,1-1,,,,,,,,landscape,1,A+preppy+girl+on+a+bicycle%2C+basket+full+of+spring+blossoms%2C+pedaling+past+a+retro+ice+cream+shop%2C+shot+from+the+side%2C+soft+afternoon+light%2C+soft+focus%2C+pastel+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+preppy+girl+on+a+bicycle%2C+basket+full+of+spring+blossoms%2C+pedaling+past+a+retro+ice+cream+shop%2C+shot+from+the+side%2C+soft+afternoon+light%2C+soft+focus%2C+pastel+colours.&modelVersion=v1&aspectRatio=landscape,8,768,896,1088,46,EulerEDMSampler,VanillaCFG,5.068379783,TRUE,49,DPMPP2SAncestralSampler,IdentityGuider,,FALSE
0020,"A moss-covered woodland, scattered with vibrant spring blossoms, sunlight filtering through the canopy, shot from a low angle, backlighting, vivid greens and pastel pinks.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/020.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/020.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/020.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/020.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/020.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/020.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/020.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/020.png,1,0,<Spring blossom scenes> ,,,<mosscore>,,,8.039146949,0.996,5,1,FALSE,34,1289:2500,#REF!,1-3,,,,,,,blurry_background,landscape,2,A+moss-covered+woodland%2C+scattered+with+vibrant+spring+blossoms%2C+sunlight+filtering+through+the+canopy%2C+shot+from+a+low+angle%2C+backlighting%2C+vivid+greens+and+pastel+pinks.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+moss-covered+woodland%2C+scattered+with+vibrant+spring+blossoms%2C+sunlight+filtering+through+the+canopy%2C+shot+from+a+low+angle%2C+backlighting%2C+vivid+greens+and+pastel+pinks.&modelVersion=v2&aspectRatio=landscape&style=blurry_background,20,768,1344,704,32,HeunEDMSampler,IdentityGuider,,FALSE,,,,,
0021,"A cyberpunk themed shop front, neon signs, reflective surfaces, rain-soaked street, shot from across the street, night shot, city lights reflected on wet surfaces.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/021.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/021.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/021.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/021.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/021.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/021.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/021.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/021.png,1,1,<Photos of shop fronts> ,,,<Cyberpunk> ,,,6.553280632,0.995,5.2,60,TRUE,100,10000:14821,#REF!,1-3,dark,,,,,studio_light,shot_from_below,landscape,2,A+cyberpunk+themed+shop+front%2C+neon+signs%2C+reflective+surfaces%2C+rain-soaked+street%2C+shot+from+across+the+street%2C+night+shot%2C+city+lights+reflected+on+wet+surfaces.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+cyberpunk+themed+shop+front%2C+neon+signs%2C+reflective+surfaces%2C+rain-soaked+street%2C+shot+from+across+the+street%2C+night+shot%2C+city+lights+reflected+on+wet+surfaces.&modelVersion=v2&aspectRatio=landscape&style=dark&style=studio_light&style=shot_from_below,12,768,1024,960,43,DPMPP2SAncestralSampler,VanillaCFG,3.62787051,FALSE,,,,,
0022,"An African village street, glamorous women in colourful attire, surreal cloud formations in the backdrop, a flying car in the sky, futuristic element, shot from a low angle, high contrast, vibrant colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/022.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/022.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/022.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/022.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/022.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/022.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/022.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/022.png,2,3,<Village street scenes> ,"<Photos of cloud formations of different shapes, rainbows> ",,<Glamorous> ,<Surreal> ,<Futuristic> ,8.999360735,0.995,5,47,FALSE,50,9909:5000,#REF!,1-1,,,,,,,,portrait,1,An+African+village+street%2C+glamorous+women+in+colourful+attire%2C+surreal+cloud+formations+in+the+backdrop%2C+a+flying+car+in+the+sky%2C+futuristic+element%2C+shot+from+a+low+angle%2C+high+contrast%2C+vibrant+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+African+village+street%2C+glamorous+women+in+colourful+attire%2C+surreal+cloud+formations+in+the+backdrop%2C+a+flying+car+in+the+sky%2C+futuristic+element%2C+shot+from+a+low+angle%2C+high+contrast%2C+vibrant+colours.&modelVersion=v1&aspectRatio=portrait,4,512,768,1280,40,DPMPP2SAncestralSampler,VanillaCFG,4.946987038,TRUE,40,EulerEDMSampler,IdentityGuider,,TRUE
0023,"Mirrored sunglasses reflecting the classic Hollywood palm-lined seascape, pop-art beach towels, shot from above, midday sunlight, high contrast, vivid colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/023.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/023.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/023.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/023.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/023.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/023.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/023.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/023.png,2,2,"<Light play photos with mirrors, water reflections, colored glass and others> ",<Seascapes photography> ,,<Classic Hollywood> ,<Pop culture-inspired> ,,4.245269123,0.995,5.2,43,TRUE,100,10000:11617,#REF!,1-4,maximalism,antique_photo,isometric,beautiful,cool_colors,low_lighting,,portrait,1,Mirrored+sunglasses+reflecting+the+classic+Hollywood+palm-lined+seascape%2C+pop-art+beach+towels%2C+shot+from+above%2C+midday+sunlight%2C+high+contrast%2C+vivid+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=Mirrored+sunglasses+reflecting+the+classic+Hollywood+palm-lined+seascape%2C+pop-art+beach+towels%2C+shot+from+above%2C+midday+sunlight%2C+high+contrast%2C+vivid+colours.&modelVersion=v1&aspectRatio=portrait&style=maximalism&style=antique_photo&style=isometric&style=beautiful&style=cool_colors&style=low_lighting,12,768,1024,960,42,DPMPP2MSampler,VanillaCFG,5.718334747,FALSE,,,,,
0024,"A rustic beachside bar, colourful wall murals depicting coastal scenes, the horizon of the ocean in the background, shot from the sand, late afternoon, soft focus, warm colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/024.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/024.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/024.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/024.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/024.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/024.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/024.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/024.png,2,2,<Beach landscapes> ,"<Street art and murals, colourful or decorated or painted walls and buildings> ",,<Rustic> ,<Coastal> ,,5.316688068,0.996,5.1,0,TRUE,179,5000:3167,#REF!,1-4,,,,,,studio_light,,landscape,1,A+rustic+beachside+bar%2C+colourful+wall+murals+depicting+coastal+scenes%2C+the+horizon+of+the+ocean+in+the+background%2C+shot+from+the+sand%2C+late+afternoon%2C+soft+focus%2C+warm+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+rustic+beachside+bar%2C+colourful+wall+murals+depicting+coastal+scenes%2C+the+horizon+of+the+ocean+in+the+background%2C+shot+from+the+sand%2C+late+afternoon%2C+soft+focus%2C+warm+colours.&modelVersion=v1&aspectRatio=landscape&style=studio_light,3,512,768,1344,41,EulerEDMSampler,VanillaCFG,6.424170616,TRUE,38,LinearMultistepSampler,VanillaCFG,6.680634329,FALSE
